"ID","longitude","latitude"
"X2218",-44.9,-14.65
"X2219",-44.75,-14.65
"X2220",-44.6,-14.65
"X2221",-44.45,-14.65
"X2222",-44.3,-14.65
"X2223",-44.15,-14.65
"X2224",-44,-14.65
"X2225",-44.75,-14.5
"X2226",-44.6,-14.5
"X2227",-44.45,-14.5
"X2228",-44.3,-14.5
"X2229",-44.15,-14.5
"X2230",-44,-14.5
"X2231",-44.45,-14.35
"X2232",-44.3,-14.35
"X2233",-44.15,-14.35
"X2234",-44,-14.35
"X2235",-43.85,-14.35
"X2236",-46.55,-23.2
"X2237",-46.4,-23.2
"X2238",-46.25,-23.2
"X2239",-46.1,-23.2
"X2240",-45.95,-23.2
"X2241",-45.8,-23.2
"X2242",-45.65,-23.2
"X2243",-46.7,-23.05
"X2244",-46.55,-23.05
"X2245",-46.4,-23.05
"X2246",-46.25,-23.05
"X2247",-46.1,-23.05
"X2248",-45.95,-23.05
"X2249",-45.8,-23.05
"X2250",-45.65,-23.05
"X2251",-45.5,-23.05
"X2252",-45.35,-23.05
"X2253",-46.7,-22.9
"X2254",-46.55,-22.9
"X2255",-46.4,-22.9
"X2256",-46.25,-22.9
"X2257",-46.1,-22.9
"X2258",-45.95,-22.9
"X2259",-45.8,-22.9
"X2260",-45.65,-22.9
"X2261",-45.5,-22.9
"X2262",-45.35,-22.9
"X2263",-45.2,-22.9
"X2264",-45.05,-22.9
"X2265",-46.85,-22.75
"X2266",-46.7,-22.75
"X2267",-46.55,-22.75
"X2268",-46.4,-22.75
"X2269",-45.65,-22.75
"X2270",-45.5,-22.75
"X2271",-45.35,-22.75
"X2272",-45.2,-22.75
"X2273",-45.05,-22.75
"X2274",-44.9,-22.75
"X2275",-44.75,-22.75
"X2276",-44.6,-22.75
"X2277",-47,-22.6
"X2278",-46.85,-22.6
"X2279",-46.7,-22.6
"X2280",-46.55,-22.6
"X2281",-45.2,-22.6
"X2282",-45.05,-22.6
"X2283",-44.9,-22.6
"X2284",-44.75,-22.6
"X2285",-44.6,-22.6
"X2286",-44.45,-22.6
"X2287",-44.3,-22.6
"X2288",-44.15,-22.6
"X2289",-47,-22.45
"X2290",-46.85,-22.45
"X2291",-46.7,-22.45
"X2292",-44.75,-22.45
"X2293",-44.6,-22.45
"X2294",-44.45,-22.45
"X2295",-44.3,-22.45
"X2296",-44.15,-22.45
"X2297",-44,-22.45
"X2298",-43.85,-22.45
"X2299",-43.7,-22.45
"X2300",-43.55,-22.45
"X2301",-43.4,-22.45
"X2302",-43.25,-22.45
"X2303",-43.1,-22.45
"X2304",-42.95,-22.45
"X2305",-47,-22.3
"X2306",-46.85,-22.3
"X2307",-44.45,-22.3
"X2308",-44.3,-22.3
"X2309",-44.15,-22.3
"X2310",-44,-22.3
"X2311",-43.85,-22.3
"X2312",-43.7,-22.3
"X2313",-43.55,-22.3
"X2314",-43.4,-22.3
"X2315",-43.25,-22.3
"X2316",-43.1,-22.3
"X2317",-42.95,-22.3
"X2318",-42.8,-22.3
"X2319",-42.65,-22.3
"X2320",-47,-22.15
"X2321",-46.85,-22.15
"X2322",-46.7,-22.15
"X2323",-43.85,-22.15
"X2324",-43.7,-22.15
"X2325",-43.55,-22.15
"X2326",-43.4,-22.15
"X2327",-43.25,-22.15
"X2328",-43.1,-22.15
"X2329",-42.95,-22.15
"X2330",-42.8,-22.15
"X2331",-42.65,-22.15
"X2332",-42.5,-22.15
"X2333",-42.35,-22.15
"X2334",-47,-22
"X2335",-46.85,-22
"X2336",-46.7,-22
"X2337",-42.8,-22
"X2338",-42.65,-22
"X2339",-42.5,-22
"X2340",-42.35,-22
"X2341",-42.2,-22
"X2342",-42.05,-22
"X2343",-47,-21.85
"X2344",-46.85,-21.85
"X2345",-46.7,-21.85
"X2346",-42.5,-21.85
"X2347",-42.35,-21.85
"X2348",-42.2,-21.85
"X2349",-42.05,-21.85
"X2350",-41.9,-21.85
"X2351",-47.15,-21.7
"X2352",-47,-21.7
"X2353",-46.85,-21.7
"X2354",-46.7,-21.7
"X2355",-42.2,-21.7
"X2356",-42.05,-21.7
"X2357",-41.9,-21.7
"X2358",-47.3,-21.55
"X2359",-47.15,-21.55
"X2360",-47,-21.55
"X2361",-46.85,-21.55
"X2362",-46.7,-21.55
"X2363",-46.55,-21.55
"X2364",-42.2,-21.55
"X2365",-42.05,-21.55
"X2366",-41.9,-21.55
"X2367",-47.45,-21.4
"X2368",-47.3,-21.4
"X2369",-47.15,-21.4
"X2370",-46.85,-21.4
"X2371",-46.7,-21.4
"X2372",-42.2,-21.4
"X2373",-42.05,-21.4
"X2374",-41.9,-21.4
"X2375",-47.45,-21.25
"X2376",-47.3,-21.25
"X2377",-47.15,-21.25
"X2378",-42.05,-21.25
"X2379",-41.9,-21.25
"X2380",-41.75,-21.25
"X2381",-47.45,-21.1
"X2382",-47.3,-21.1
"X2383",-47.15,-21.1
"X2384",-42.05,-21.1
"X2385",-41.9,-21.1
"X2386",-41.75,-21.1
"X2387",-47.6,-20.95
"X2388",-47.45,-20.95
"X2389",-47.3,-20.95
"X2390",-42.05,-20.95
"X2391",-41.9,-20.95
"X2392",-41.75,-20.95
"X2393",-41.6,-20.95
"X2394",-48.95,-20.8
"X2395",-48.8,-20.8
"X2396",-47.6,-20.8
"X2397",-47.45,-20.8
"X2398",-47.3,-20.8
"X2399",-41.9,-20.8
"X2400",-41.75,-20.8
"X2401",-41.6,-20.8
"X2402",-41.45,-20.8
"X2403",-49.4,-20.65
"X2404",-49.25,-20.65
"X2405",-49.1,-20.65
"X2406",-48.95,-20.65
"X2407",-48.8,-20.65
"X2408",-48.65,-20.65
"X2409",-47.6,-20.65
"X2410",-47.45,-20.65
"X2411",-47.3,-20.65
"X2412",-47.15,-20.65
"X2413",-41.75,-20.65
"X2414",-41.6,-20.65
"X2415",-41.45,-20.65
"X2416",-49.55,-20.5
"X2417",-49.4,-20.5
"X2418",-49.25,-20.5
"X2419",-49.1,-20.5
"X2420",-48.95,-20.5
"X2421",-48.8,-20.5
"X2422",-48.65,-20.5
"X2423",-48.5,-20.5
"X2424",-48.35,-20.5
"X2425",-48.2,-20.5
"X2426",-48.05,-20.5
"X2427",-47.9,-20.5
"X2428",-47.6,-20.5
"X2429",-47.45,-20.5
"X2430",-47.3,-20.5
"X2431",-41.75,-20.5
"X2432",-41.6,-20.5
"X2433",-41.45,-20.5
"X2434",-41.3,-20.5
"X2435",-41.15,-20.5
"X2436",-51.2,-20.35
"X2437",-51.05,-20.35
"X2438",-50.9,-20.35
"X2439",-50.75,-20.35
"X2440",-49.55,-20.35
"X2441",-49.4,-20.35
"X2442",-49.25,-20.35
"X2443",-49.1,-20.35
"X2444",-48.8,-20.35
"X2445",-48.65,-20.35
"X2446",-48.5,-20.35
"X2447",-48.35,-20.35
"X2448",-48.2,-20.35
"X2449",-48.05,-20.35
"X2450",-47.9,-20.35
"X2451",-47.75,-20.35
"X2452",-47.6,-20.35
"X2453",-47.45,-20.35
"X2454",-47.3,-20.35
"X2455",-41.75,-20.35
"X2456",-41.6,-20.35
"X2457",-41.45,-20.35
"X2458",-41.3,-20.35
"X2459",-41.15,-20.35
"X2460",-51.35,-20.2
"X2461",-51.2,-20.2
"X2462",-51.05,-20.2
"X2463",-50.9,-20.2
"X2464",-50.75,-20.2
"X2465",-50.6,-20.2
"X2466",-50.45,-20.2
"X2467",-50.3,-20.2
"X2468",-50.15,-20.2
"X2469",-50,-20.2
"X2470",-49.85,-20.2
"X2471",-49.7,-20.2
"X2472",-49.55,-20.2
"X2473",-49.4,-20.2
"X2474",-48.8,-20.2
"X2475",-48.65,-20.2
"X2476",-48.5,-20.2
"X2477",-48.35,-20.2
"X2478",-48.2,-20.2
"X2479",-48.05,-20.2
"X2480",-47.9,-20.2
"X2481",-47.75,-20.2
"X2482",-47.6,-20.2
"X2483",-47.45,-20.2
"X2484",-47.3,-20.2
"X2485",-41.3,-20.2
"X2486",-41.15,-20.2
"X2487",-41,-20.2
"X2488",-51.35,-20.05
"X2489",-51.2,-20.05
"X2490",-51.05,-20.05
"X2491",-50.9,-20.05
"X2492",-50.75,-20.05
"X2493",-50.6,-20.05
"X2494",-50.45,-20.05
"X2495",-50.3,-20.05
"X2496",-50.15,-20.05
"X2497",-50,-20.05
"X2498",-49.85,-20.05
"X2499",-49.7,-20.05
"X2500",-49.55,-20.05
"X2501",-49.4,-20.05
"X2502",-47.75,-20.05
"X2503",-47.6,-20.05
"X2504",-47.45,-20.05
"X2505",-41.3,-20.05
"X2506",-41.15,-20.05
"X2507",-41,-20.05
"X2508",-40.85,-20.05
"X2509",-51.35,-19.9
"X2510",-51.2,-19.9
"X2511",-51.05,-19.9
"X2512",-50.6,-19.9
"X2513",-50.45,-19.9
"X2514",-50.3,-19.9
"X2515",-50.15,-19.9
"X2516",-41.15,-19.9
"X2517",-41,-19.9
"X2518",-40.85,-19.9
"X2519",-51.35,-19.75
"X2520",-51.2,-19.75
"X2521",-51.05,-19.75
"X2522",-41.15,-19.75
"X2523",-41,-19.75
"X2524",-40.85,-19.75
"X2525",-40.7,-19.75
"X2526",-51.35,-19.6
"X2527",-51.2,-19.6
"X2528",-51.05,-19.6
"X2529",-41,-19.6
"X2530",-40.85,-19.6
"X2531",-40.7,-19.6
"X2532",-51.35,-19.45
"X2533",-51.2,-19.45
"X2534",-51.05,-19.45
"X2535",-50.9,-19.45
"X2536",-40.85,-19.45
"X2537",-40.7,-19.45
"X2538",-40.55,-19.45
"X2539",-51.2,-19.3
"X2540",-51.05,-19.3
"X2541",-50.9,-19.3
"X2542",-40.85,-19.3
"X2543",-40.7,-19.3
"X2544",-40.55,-19.3
"X2545",-51.05,-19.15
"X2546",-50.9,-19.15
"X2547",-50.75,-19.15
"X2548",-40.85,-19.15
"X2549",-40.7,-19.15
"X2550",-40.55,-19.15
"X2551",-51.05,-19
"X2552",-50.9,-19
"X2553",-50.75,-19
"X2554",-50.6,-19
"X2555",-41,-19
"X2556",-40.85,-19
"X2557",-40.7,-19
"X2558",-50.9,-18.85
"X2559",-50.75,-18.85
"X2560",-50.6,-18.85
"X2561",-50.45,-18.85
"X2562",-41.15,-18.85
"X2563",-41,-18.85
"X2564",-40.85,-18.85
"X2565",-40.7,-18.85
"X2566",-40.55,-18.85
"X2567",-50.75,-18.7
"X2568",-50.6,-18.7
"X2569",-50.45,-18.7
"X2570",-40.85,-18.7
"X2571",-40.7,-18.7
"X2572",-40.55,-18.7
"X2573",-50.6,-18.55
"X2574",-50.45,-18.55
"X2575",-50.3,-18.55
"X2576",-50.15,-18.55
"X2577",-50,-18.55
"X2578",-49.85,-18.55
"X2579",-49.7,-18.55
"X2580",-49.4,-18.55
"X2581",-41,-18.55
"X2582",-40.85,-18.55
"X2583",-40.7,-18.55
"X2584",-50.45,-18.4
"X2585",-50.3,-18.4
"X2586",-50.15,-18.4
"X2587",-50,-18.4
"X2588",-49.85,-18.4
"X2589",-49.7,-18.4
"X2590",-49.55,-18.4
"X2591",-49.4,-18.4
"X2592",-49.25,-18.4
"X2593",-49.1,-18.4
"X2594",-48.05,-18.4
"X2595",-47.9,-18.4
"X2596",-41.15,-18.4
"X2597",-41,-18.4
"X2598",-40.85,-18.4
"X2599",-40.7,-18.4
"X2600",-40.55,-18.4
"X2601",-50.15,-18.25
"X2602",-50,-18.25
"X2603",-49.85,-18.25
"X2604",-49.7,-18.25
"X2605",-49.55,-18.25
"X2606",-49.4,-18.25
"X2607",-49.25,-18.25
"X2608",-49.1,-18.25
"X2609",-48.95,-18.25
"X2610",-48.8,-18.25
"X2611",-48.65,-18.25
"X2612",-48.5,-18.25
"X2613",-48.35,-18.25
"X2614",-48.2,-18.25
"X2615",-48.05,-18.25
"X2616",-47.9,-18.25
"X2617",-47.75,-18.25
"X2618",-41,-18.25
"X2619",-40.85,-18.25
"X2620",-40.7,-18.25
"X2621",-40.55,-18.25
"X2622",-40.4,-18.25
"X2623",-40.25,-18.25
"X2624",-40.1,-18.25
"X2625",-39.95,-18.25
"X2626",-49.55,-18.1
"X2627",-49.4,-18.1
"X2628",-49.25,-18.1
"X2629",-49.1,-18.1
"X2630",-48.95,-18.1
"X2631",-48.8,-18.1
"X2632",-48.65,-18.1
"X2633",-48.5,-18.1
"X2634",-48.35,-18.1
"X2635",-48.2,-18.1
"X2636",-48.05,-18.1
"X2637",-47.9,-18.1
"X2638",-47.75,-18.1
"X2639",-47.6,-18.1
"X2640",-47.45,-18.1
"X2641",-40.7,-18.1
"X2642",-40.55,-18.1
"X2643",-40.4,-18.1
"X2644",-40.25,-18.1
"X2645",-40.1,-18.1
"X2646",-39.95,-18.1
"X2647",-49.1,-17.95
"X2648",-48.95,-17.95
"X2649",-48.8,-17.95
"X2650",-48.65,-17.95
"X2651",-48.5,-17.95
"X2652",-48.35,-17.95
"X2653",-48.2,-17.95
"X2654",-47.75,-17.95
"X2655",-47.6,-17.95
"X2656",-47.45,-17.95
"X2657",-40.55,-17.95
"X2658",-40.4,-17.95
"X2659",-40.1,-17.95
"X2660",-39.95,-17.95
"X2661",-39.8,-17.95
"X2662",-47.75,-17.8
"X2663",-47.6,-17.8
"X2664",-47.45,-17.8
"X2665",-40.1,-17.8
"X2666",-39.95,-17.8
"X2667",-39.8,-17.8
"X2668",-47.75,-17.65
"X2669",-47.6,-17.65
"X2670",-47.45,-17.65
"X2671",-47.3,-17.65
"X2672",-40.25,-17.65
"X2673",-40.1,-17.65
"X2674",-39.95,-17.65
"X2675",-47.9,-17.5
"X2676",-47.75,-17.5
"X2677",-47.6,-17.5
"X2678",-40.4,-17.5
"X2679",-40.25,-17.5
"X2680",-40.1,-17.5
"X2681",-39.95,-17.5
"X2682",-47.9,-17.35
"X2683",-47.75,-17.35
"X2684",-47.6,-17.35
"X2685",-40.55,-17.35
"X2686",-40.4,-17.35
"X2687",-40.25,-17.35
"X2688",-40.1,-17.35
"X2689",-47.75,-17.2
"X2690",-47.6,-17.2
"X2691",-47.45,-17.2
"X2692",-40.55,-17.2
"X2693",-40.4,-17.2
"X2694",-40.25,-17.2
"X2695",-40.1,-17.2
"X2696",-47.75,-17.05
"X2697",-47.6,-17.05
"X2698",-47.45,-17.05
"X2699",-47.3,-17.05
"X2700",-40.55,-17.05
"X2701",-40.4,-17.05
"X2702",-40.25,-17.05
"X2703",-40.1,-17.05
"X2704",-39.95,-17.05
"X2705",-47.6,-16.9
"X2706",-47.45,-16.9
"X2707",-47.3,-16.9
"X2708",-40.4,-16.9
"X2709",-40.25,-16.9
"X2710",-40.1,-16.9
"X2711",-39.95,-16.9
"X2712",-47.75,-16.75
"X2713",-47.6,-16.75
"X2714",-47.45,-16.75
"X2715",-47.3,-16.75
"X2716",-40.25,-16.75
"X2717",-40.1,-16.75
"X2718",-39.95,-16.75
"X2719",-39.8,-16.75
"X2720",-47.75,-16.6
"X2721",-47.6,-16.6
"X2722",-47.45,-16.6
"X2723",-40.25,-16.6
"X2724",-40.1,-16.6
"X2725",-39.95,-16.6
"X2726",-39.8,-16.6
"X2727",-47.75,-16.45
"X2728",-47.6,-16.45
"X2729",-47.45,-16.45
"X2730",-40.1,-16.45
"X2731",-39.95,-16.45
"X2732",-39.8,-16.45
"X2733",-39.65,-16.45
"X2734",-47.75,-16.3
"X2735",-47.6,-16.3
"X2736",-47.45,-16.3
"X2737",-39.95,-16.3
"X2738",-39.8,-16.3
"X2739",-39.65,-16.3
"X2740",-39.5,-16.3
"X2741",-47.75,-16.15
"X2742",-47.6,-16.15
"X2743",-47.45,-16.15
"X2744",-39.8,-16.15
"X2745",-39.65,-16.15
"X2746",-39.5,-16.15
"X2747",-47.6,-16
"X2748",-47.45,-16
"X2749",-47.3,-16
"X2750",-39.8,-16
"X2751",-39.65,-16
"X2752",-39.5,-16
"X2753",-47.6,-15.85
"X2754",-47.45,-15.85
"X2755",-47.3,-15.85
"X2756",-47.15,-15.85
"X2757",-47,-15.85
"X2758",-46.85,-15.85
"X2759",-40.1,-15.85
"X2760",-39.95,-15.85
"X2761",-39.8,-15.85
"X2762",-39.65,-15.85
"X2763",-47.45,-15.7
"X2764",-47.3,-15.7
"X2765",-47.15,-15.7
"X2766",-47,-15.7
"X2767",-46.85,-15.7
"X2768",-41.3,-15.7
"X2769",-41.15,-15.7
"X2770",-41,-15.7
"X2771",-40.55,-15.7
"X2772",-40.4,-15.7
"X2773",-40.25,-15.7
"X2774",-40.1,-15.7
"X2775",-39.95,-15.7
"X2776",-39.8,-15.7
"X2777",-47.3,-15.55
"X2778",-47.15,-15.55
"X2779",-47,-15.55
"X2780",-41.3,-15.55
"X2781",-41.15,-15.55
"X2782",-41,-15.55
"X2783",-40.85,-15.55
"X2784",-40.7,-15.55
"X2785",-40.55,-15.55
"X2786",-40.4,-15.55
"X2787",-40.25,-15.55
"X2788",-40.1,-15.55
"X2789",-39.95,-15.55
"X2790",-47.3,-15.4
"X2791",-47.15,-15.4
"X2792",-47,-15.4
"X2793",-41.45,-15.4
"X2794",-41.3,-15.4
"X2795",-41.15,-15.4
"X2796",-41,-15.4
"X2797",-40.85,-15.4
"X2798",-40.7,-15.4
"X2799",-40.55,-15.4
"X2800",-40.4,-15.4
"X2801",-47.3,-15.25
"X2802",-47.15,-15.25
"X2803",-47,-15.25
"X2804",-41.6,-15.25
"X2805",-41.45,-15.25
"X2806",-41.3,-15.25
"X2807",-41.15,-15.25
"X2808",-40.85,-15.25
"X2809",-47.3,-15.1
"X2810",-47.15,-15.1
"X2811",-47,-15.1
"X2812",-45.95,-15.1
"X2813",-45.8,-15.1
"X2814",-42.2,-15.1
"X2815",-42.05,-15.1
"X2816",-41.9,-15.1
"X2817",-41.75,-15.1
"X2818",-41.6,-15.1
"X2819",-41.45,-15.1
"X2820",-41.3,-15.1
"X2821",-47.3,-14.95
"X2822",-47.15,-14.95
"X2823",-47,-14.95
"X2824",-46.85,-14.95
"X2825",-46.7,-14.95
"X2826",-46.55,-14.95
"X2827",-45.95,-14.95
"X2828",-45.8,-14.95
"X2829",-45.65,-14.95
"X2830",-42.5,-14.95
"X2831",-42.35,-14.95
"X2832",-42.2,-14.95
"X2833",-42.05,-14.95
"X2834",-41.9,-14.95
"X2835",-41.75,-14.95
"X2836",-41.6,-14.95
"X2837",-41.45,-14.95
"X2838",-47.15,-14.8
"X2839",-47,-14.8
"X2840",-46.85,-14.8
"X2841",-46.7,-14.8
"X2842",-46.25,-14.8
"X2843",-46.1,-14.8
"X2844",-45.95,-14.8
"X2845",-45.8,-14.8
"X2846",-45.65,-14.8
"X2847",-45.5,-14.8
"X2848",-45.35,-14.8
"X2849",-42.8,-14.8
"X2850",-42.65,-14.8
"X2851",-42.5,-14.8
"X2852",-42.35,-14.8
"X2853",-42.2,-14.8
"X2854",-42.05,-14.8
"X2855",-41.9,-14.8
"X2856",-41.75,-14.8
"X2857",-41.6,-14.8
"X2858",-47,-14.65
"X2859",-46.85,-14.65
"X2860",-46.7,-14.65
"X2861",-46.55,-14.65
"X2862",-46.4,-14.65
"X2863",-46.25,-14.65
"X2864",-46.1,-14.65
"X2865",-45.95,-14.65
"X2866",-45.8,-14.65
"X2867",-45.65,-14.65
"X2868",-45.5,-14.65
"X2869",-45.35,-14.65
"X2870",-45.2,-14.65
"X2871",-45.05,-14.65
"X2872",-43.85,-14.65
"X2873",-43.7,-14.65
"X2874",-43.55,-14.65
"X2875",-43.4,-14.65
"X2876",-43.25,-14.65
"X2877",-43.1,-14.65
"X2878",-42.95,-14.65
"X2879",-42.8,-14.65
"X2880",-42.65,-14.65
"X2881",-42.5,-14.65
"X2882",-42.35,-14.65
"X2883",-46.85,-14.5
"X2884",-46.7,-14.5
"X2885",-46.55,-14.5
"X2886",-46.4,-14.5
"X2887",-46.25,-14.5
"X2888",-46.1,-14.5
"X2889",-45.95,-14.5
"X2890",-45.5,-14.5
"X2891",-45.35,-14.5
"X2892",-45.2,-14.5
"X2893",-45.05,-14.5
"X2894",-44.9,-14.5
"X2895",-43.85,-14.5
"X2896",-43.7,-14.5
"X2897",-43.55,-14.5
"X2898",-43.4,-14.5
"X2899",-43.25,-14.5
"X2900",-43.1,-14.5
"X2901",-42.95,-14.5
"X2902",-42.8,-14.5
"X2903",-42.65,-14.5
"X2904",-46.55,-14.35
"X2905",-46.4,-14.35
"X2906",-45.2,-14.35
"X2907",-45.05,-14.35
"X2908",-44.9,-14.35
"X2909",-44.75,-14.35
"X2910",-44.6,-14.35
"X2911",-43.7,-14.35
"X2912",-43.55,-14.35
"X2913",-43.4,-14.35
"X2914",-43.25,-14.35
"X2915",-43.1,-14.35
"X2916",-42.95,-14.35
"X2917",-42.8,-14.35
"X2918",-45.05,-14.2
"X2919",-44.9,-14.2
"X2920",-44.75,-14.2
"X2921",-44.6,-14.2
"X2922",-44.45,-14.2
"X2923",-44.3,-14.2
"X2924",-44.15,-14.2
"X2925",-44,-14.2
"X2926",-43.85,-14.2
"X2927",-43.7,-14.2
"X2928",-43.55,-14.2
"X2929",-44.75,-14.05
"X2930",-44.6,-14.05
"X2931",-44.45,-14.05
"X2932",-44.3,-14.05
"X2933",-44.15,-14.05
"X2934",-44,-14.05
"X2935",-43.85,-14.05
"X2936",-43.7,-14.05
"X2937",-43.55,-14.05
